1.010000000000000009e+00 3.247158780678440285e-03 3.246821776770044982e-03
1.020000000000000018e+00 3.246484666368218419e-03 3.246484566332693850e-03
1.030000000000000027e+00 3.245809954663708002e-03 3.245809859464540443e-03
1.040000000000000036e+00 3.245134645192506405e-03 3.245134547924518904e-03
1.050000000000000044e+00 3.244458737583724543e-03 3.244458637041699751e-03
1.060000000000000053e+00 3.243782231464960655e-03 3.243782137474224021e-03
1.070000000000000062e+00 3.243105126464750163e-03 3.243105026484724169e-03
1.080000000000000071e+00 3.242427422210807531e-03 3.242427311533898921e-03
1.090000000000000080e+00 3.241749118331592721e-03 3.241749023530357283e-03
1.100000000000000089e+00 3.241070214453608492e-03 3.241070115933550062e-03
1.110000000000000098e+00 3.240390710204216294e-03 3.240390606862317020e-03
1.120000000000000107e+00 3.239710605211438502e-03 3.239710502711542778e-03
1.130000000000000115e+00 3.239029899099610775e-03 3.239029792112543566e-03
1.140000000000000124e+00 3.238348591497816707e-03 3.238348499934315134e-03
1.150000000000000133e+00 3.237666682031370771e-03 3.237666579636308290e-03
1.160000000000000142e+00 3.236984170325465145e-03 3.236984066035117086e-03
1.170000000000000151e+00 3.236301056007288238e-03 3.236300957709656052e-03
1.180000000000000160e+00 3.235617338702109422e-03 3.235617240804341838e-03
1.190000000000000169e+00 3.234933018034722319e-03 3.234932917806074022e-03
1.200000000000000178e+00 3.234248093630235407e-03 3.234247990846480809e-03
1.210000000000000187e+00 3.233562565114829219e-03 3.233562466675718190e-03
1.220000000000000195e+00 3.232876432112243101e-03 3.232876335701459231e-03
1.230000000000000204e+00 3.232189694246100174e-03 3.232189594726261623e-03
1.240000000000000213e+00 3.231502351142141218e-03 3.231502250500281354e-03
1.250000000000000222e+00 3.230814402423208727e-03 3.230814300891890218e-03
1.260000000000000231e+00 3.230125847713267995e-03 3.230125741637831800e-03
1.270000000000000240e+00 3.229436686636905345e-03 3.229436592988574068e-03
1.280000000000000249e+00 3.228746918816625434e-03 3.228746815153723821e-03
1.290000000000000258e+00 3.228056543875040905e-03 3.228056435489176385e-03
1.300000000000000266e+00 3.227365561435769671e-03 3.227365466074158269e-03
1.310000000000000275e+00 3.226673971120821126e-03 3.226673872447346787e-03
1.320000000000000284e+00 3.225981772553686983e-03 3.225981670240682126e-03
1.330000000000000293e+00 3.225288965354531755e-03 3.225288868691219852e-03
1.340000000000000302e+00 3.224595549146978130e-03 3.224595450035391570e-03
1.350000000000000311e+00 3.223901523552093109e-03 3.223901412141569073e-03
1.360000000000000320e+00 3.223206888191399496e-03 3.223206782010376321e-03
1.370000000000000329e+00 3.222511642686102639e-03 3.222511548273129540e-03
1.380000000000000338e+00 3.221815786657073952e-03 3.221815688547732554e-03
1.390000000000000346e+00 3.221119319725455031e-03 3.221119220953025126e-03
1.400000000000000355e+00 3.220422241510912959e-03 3.220422141225750840e-03
1.410000000000000364e+00 3.219724551634895945e-03 3.219724444747381915e-03
1.420000000000000373e+00 3.219026249716371111e-03 3.219026150702572215e-03
1.430000000000000382e+00 3.218327335375662564e-03 3.218327221432556746e-03
1.440000000000000391e+00 3.217627808232954769e-03 3.217627694951371870e-03
1.450000000000000400e+00 3.216927667906451134e-03 3.216927564153590231e-03
1.460000000000000409e+00 3.216226914016381225e-03 3.216226816959985319e-03
1.470000000000000417e+00 3.215525546180425867e-03 3.215525443422958835e-03
1.480000000000000426e+00 3.214823564018291172e-03 3.214823466279878323e-03
1.490000000000000435e+00 3.214120967148249939e-03 3.214120867056632653e-03
1.500000000000000444e+00 3.213417755187485125e-03 3.213417649661206871e-03
1.510000000000000453e+00 3.212713927755076176e-03 3.212713834344068948e-03
1.520000000000000462e+00 3.212009484468674857e-03 3.212009380959554312e-03
1.530000000000000471e+00 3.211304424945359177e-03 3.211304313666115979e-03
1.540000000000000480e+00 3.210598748801615603e-03 3.210598638858638571e-03
1.550000000000000488e+00 3.209892455655740783e-03 3.209892360445107135e-03
1.560000000000000497e+00 3.209185545125092884e-03 3.209185441477299412e-03
1.570000000000000506e+00 3.208478016824590617e-03 3.208477910021653463e-03
